r,coalition_key,active_gate_indices,included_gate_indices_total,n_active_gates,n_total_gates,value_accuracy,data_index,convention,svc_c,train_path,test_path,train_shape,test_shape,feature_columns,label_column,train_sha256,test_sha256
1,2-5-7,2-5-7,1-2-3-5-7,3,5,0.581,4,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-4.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-4.csv,40x2,1000x2,x0|x1,y,c6ab35d78e77b1d190dea52a7042c0a85b752b94ea37a8db325523310ecb2dc4,df762f19922720510b6a4c1239f010d677250801b83f88fef2e96d64b8a0769e
1,2-6,2-6,1-2-3-6,2,4,0.506,4,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-4.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-4.csv,40x2,1000x2,x0|x1,y,c6ab35d78e77b1d190dea52a7042c0a85b752b94ea37a8db325523310ecb2dc4,df762f19922720510b6a4c1239f010d677250801b83f88fef2e96d64b8a0769e
1,4,4,1-3-4,1,3,0.57,4,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-4.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-4.csv,40x2,1000x2,x0|x1,y,c6ab35d78e77b1d190dea52a7042c0a85b752b94ea37a8db325523310ecb2dc4,df762f19922720510b6a4c1239f010d677250801b83f88fef2e96d64b8a0769e
1,4-5-6-7,4-5-6-7,1-3-4-5-6-7,4,6,0.654,4,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-4.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-4.csv,40x2,1000x2,x0|x1,y,c6ab35d78e77b1d190dea52a7042c0a85b752b94ea37a8db325523310ecb2dc4,df762f19922720510b6a4c1239f010d677250801b83f88fef2e96d64b8a0769e
1,4-5-7,4-5-7,1-3-4-5-7,3,5,0.57,4,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-4.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-4.csv,40x2,1000x2,x0|x1,y,c6ab35d78e77b1d190dea52a7042c0a85b752b94ea37a8db325523310ecb2dc4,df762f19922720510b6a4c1239f010d677250801b83f88fef2e96d64b8a0769e
1,4-6,4-6,1-3-4-6,2,4,0.678,4,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-4.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-4.csv,40x2,1000x2,x0|x1,y,c6ab35d78e77b1d190dea52a7042c0a85b752b94ea37a8db325523310ecb2dc4,df762f19922720510b6a4c1239f010d677250801b83f88fef2e96d64b8a0769e
1,5,5,1-3-5,1,3,0.5,4,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-4.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-4.csv,40x2,1000x2,x0|x1,y,c6ab35d78e77b1d190dea52a7042c0a85b752b94ea37a8db325523310ecb2dc4,df762f19922720510b6a4c1239f010d677250801b83f88fef2e96d64b8a0769e
1,5-6,5-6,1-3-5-6,2,4,0.522,4,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-4.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-4.csv,40x2,1000x2,x0|x1,y,c6ab35d78e77b1d190dea52a7042c0a85b752b94ea37a8db325523310ecb2dc4,df762f19922720510b6a4c1239f010d677250801b83f88fef2e96d64b8a0769e
1,5-6-7,5-6-7,1-3-5-6-7,3,5,0.522,4,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-4.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-4.csv,40x2,1000x2,x0|x1,y,c6ab35d78e77b1d190dea52a7042c0a85b752b94ea37a8db325523310ecb2dc4,df762f19922720510b6a4c1239f010d677250801b83f88fef2e96d64b8a0769e
1,5-7,5-7,1-3-5-7,2,4,0.5,4,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-4.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-4.csv,40x2,1000x2,x0|x1,y,c6ab35d78e77b1d190dea52a7042c0a85b752b94ea37a8db325523310ecb2dc4,df762f19922720510b6a4c1239f010d677250801b83f88fef2e96d64b8a0769e
1,6,6,1-3-6,1,3,0.522,4,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-4.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-4.csv,40x2,1000x2,x0|x1,y,c6ab35d78e77b1d190dea52a7042c0a85b752b94ea37a8db325523310ecb2dc4,df762f19922720510b6a4c1239f010d677250801b83f88fef2e96d64b8a0769e
1,6-7,6-7,1-3-6-7,2,4,0.522,4,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-4.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-4.csv,40x2,1000x2,x0|x1,y,c6ab35d78e77b1d190dea52a7042c0a85b752b94ea37a8db325523310ecb2dc4,df762f19922720510b6a4c1239f010d677250801b83f88fef2e96d64b8a0769e
1,7,7,1-3-7,1,3,0.5,4,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-4.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-4.csv,40x2,1000x2,x0|x1,y,c6ab35d78e77b1d190dea52a7042c0a85b752b94ea37a8db325523310ecb2dc4,df762f19922720510b6a4c1239f010d677250801b83f88fef2e96d64b8a0769e
